,0
4348,SPR
4349,EPHA4
4350,PARD3B
4351,FARSB
4352,ALMS1
4353,BCL9
4354,PRRX1
4355,DHCR24
4356,DNAJC16
4357,MARK1
4358,TNR
4359,MORN1
4360,GPX7
4361,CACYBP
4362,SCP2
4363,TPSG1
4364,PAPPA2
4365,RALGPS2
4366,ANGPTL1
4367,CEP104
4368,FAM20B
4369,TCEANC2
4370,TMEM59
4371,LRRC42
4372,WRAP73
4373,NPHS2
4374,MRPL37
4375,ICMT
4376,RPL22
4377,CHD5
4378,QSOX1
4379,STXBP3
4380,PHF13
4381,ERRFI1
4382,PARK7
4383,KIAA1324
4384,OPRD1
4385,AMPD2
4386,SRSF4
4387,MECR
4388,KCNC4
4389,EDEM3
4390,WDR77
4391,ATP5F1
4392,RAP1A
4393,HDAC1
4394,CAPZA1
4395,S100PBP
4396,RNF19B
4397,SCAMP3
4398,TRIM62
4399,ASH1L
4400,DLGAP3
4401,SFPQ
4402,RHOU
4403,GON4L
4404,ARHGEF2
4405,LAMTOR2
4406,MEF2D
4407,DOCK7
4408,SRM
4409,FBXO2
4410,FBXO6
4411,C1orf21
4412,SWT1
4413,MAD2L2
4414,DNAJC6
4415,LEPR
4416,IVNS1ABP
4417,MFN2
4418,PRG4
4419,MIIP
4420,SMG7
4421,NCF2
4422,PDC
4423,SLC35D1
4424,PLA2G4A
4425,GADD45A
4426,PRAMEF1
4427,PRAMEF12
4428,WLS
4429,PRDM2
4430,RGS2
4431,RPE65
4432,TROVE2
4433,AMPD1
4434,UCHL5
4435,BCAS2
4436,SRSF11
4437,CTH
4438,AGMAT
4439,OLFML3
4440,TNNI3K
4441,CFHR3
4442,PLEKHM2
4443,CRYZ
4444,PHTF1
4445,ZBTB17
4446,TFAP2E
4447,CD2
4448,TTF2
4449,NR5A2
4450,KIF21B
4451,TMEM9
4452,ADPRHL2
4453,MAP7D1
4454,WARS2
4455,HAO2
4456,OSCP1
4457,MRPS15
4458,EXOC8
4459,GNPAT
4460,TSNAX
4461,C1orf109
4462,RRAGC
4463,TBCE
4464,NID1
4465,LGALS8
4466,NT5C1A
4467,HPCAL4
4468,MTR
4469,BMP8B
4470,MYCL1
4471,SIPA1L2
4472,ZP4
4473,RLF
4474,KMO
4475,ZNF684
4476,KCNQ4
4477,RIMS3
4478,AKT3
4479,ETV3
4480,ACADM
4481,ST6GALNAC5
4482,SLAMF1
4483,CD48
4484,LPHN2
4485,PADI2
4486,SDHB
4487,MFAP2
4488,RPF1
4489,KDM5B
4490,UAP1
4491,ACTL8
4492,CTBS
4493,RGS4
4494,KLHL12
4495,IGSF21
4496,SSX2IP
4497,ZNHIT6
4498,PLA2G2D
4499,RBBP5
4500,GBP3
4501,GBP1
4502,KIF17
4503,CDK18
4504,RAB7L1
4505,CD160
4506,TXNIP
4507,ECE1
4508,HMGCL
4509,GALE
4510,ID3
4511,CR2
4512,CD46
4513,PRPF3
4514,APH1A
4515,LEPRE1
4516,SLC2A1
4517,EBNA1BP2
4518,CDC20
4519,MPL
4520,ARTN
4521,IPO13
4522,ATP6V0B
4523,B4GALT2
4524,ERI3
4525,PTCH2
4526,AKR1A1
4527,PRDX1
4528,PIK3R3
4529,TSPAN1
4530,BLZF1
4531,C1orf114
4532,SLC19A2
4533,FAAH
4534,NSUN4
4535,TMED5
4536,MROH9
4537,DR1
4538,CNN3
4539,PRRC2C
4540,F3
4541,ABCD3
4542,VAMP4
4543,DPH5
4544,FASLG
4545,PTBP2
4546,TNFSF4
4547,PRDX6
4548,DARS2
4549,HSD11B1
4550,IRF6
4551,DIEXF
4552,nan
4553,nan
4554,SERPINC1
4555,RCAN3
4556,SYF2
4557,C1orf63
4558,SLC35A3
4559,RCOR3
4560,STMN1
4561,MTFR1L
4562,MAN1C1
4563,NEK2
4564,RPS6KA1
4565,DHDDS
4566,NENF
4567,NSL1
4568,PROX1
4569,ARID1A
4570,CENPF
4571,RPA2
4572,PPP1R8
4573,STX12
4574,MARC2
4575,SLC5A9
4576,OSBPL9
4577,TXNDC12
4578,ESYT2
4579,CD3EAP
4580,MESDC2
4581,RCN2
4582,CHRNB4
4583,MUC5B
4584,COLEC11
4585,STAG1
4586,A4GNT
4587,STK11
4588,MLL
4589,TREH
4590,IFT46
4591,MMP8
4592,APOA1
4593,ZNF541
4594,SLC8A2
4595,KPTN
4596,RPS25
4597,KIF14
4598,TNNT2
4599,DDX59
4600,CAMSAP2
4601,ATF6
4602,CRYGD
4603,MREG
4604,TNP1
4605,FASTKD2
4606,NRP2
4607,CREB1
4608,KLF7
4609,TTR
4610,B4GALT6
4611,C1orf54
4612,CA14
4613,CASC1
4614,LRMP
4615,ATP10B
4616,SPCS2
4617,USP35
4618,ELOVL4
4619,FILIP1
4620,CASP8AP2
4621,HMGN3
4622,UBE3D
4623,CNR1
4624,SPACA1
4625,ANKRD13C
4626,SGIP1
4627,PHF3
4628,ZC2HC1B
4629,ADGB
4630,PLAGL1
4631,FBXO30
4632,TNFAIP3
4633,AKAP7
4634,RAB32
4635,MYB
4636,ALDH8A1
4637,SGK1
4638,ARG1
4639,CTGF
4640,TCF21
4641,PMFBP1
4642,FBXL5
4643,MED28
4644,SLC16A7
4645,TMEM5
4646,ZNF430
4647,VAMP8
4648,DCLRE1B
4649,MYL12B
4650,FOXO3
4651,ARMC2
4652,GHRH
4653,RPN2
4654,CASQ2
4655,OLFM3
4656,PKD2
4657,ABCG2
4658,SPP1
4659,CCNI
4660,RARRES1
4661,MFSD1
4662,RAB3GAP2
4663,PPL
4664,UBN1
4665,KLF12
4666,PCDH17
4667,HS1BP3
4668,C2orf43
4669,WDR35
4670,CCND2
4671,FGF23
4672,ELL2
4673,DNAH7
4674,CYP20A1
4675,NDUFB3
4676,GTF3C3
4677,SATB2
4678,UBE2B
4679,TRPM6
4680,GDA
4681,KLF9
4682,TJP2
4683,C2orf40
4684,ITGB1BP1
4685,CPSF3
4686,PIGZ
4687,SENP5
4688,CCDC92
4689,C1orf198
4690,TRIM67
4691,HEATR1
4692,PTBP3
4693,RAD23B
4694,FKBP15
4695,CTNNAL1
4696,FAM206A
4697,WDR34
4698,SET
4699,PPP2R4
4700,GLE1
4701,RAB14
4702,CNTRL
4703,TRIM32
4704,FBXW2
4705,PHF19
4706,NEK6
4707,BSPRY
4708,PPP6C
4709,NDUFA8
4710,HDHD3
4711,RBM18
4712,SLC46A2
4713,HSDL2
4714,MAPKAP1
4715,NR4A3
4716,INVS
4717,GALNT12
4718,DENND1A
4719,ALG2
4720,CSF3R
4721,KDSR
4722,VPS4B
4723,ONECUT2
4724,C19orf25
4725,ZBTB45
4726,nan
4727,DCAF4
4728,PROX2
4729,VSX2
4730,FCF1
4731,PGF
4732,IFI27L2
4733,NEK9
4734,ACYP1
4735,IFT43
4736,NPC2
4737,DNAL1
4738,IRF2BPL
4739,LTBP2
4740,KIAA0317
4741,MLH3
4742,TTLL5
4743,ABCD4
4744,DLST
4745,PPP4R4
4746,TGFB3
4747,ZC2HC1C
4748,SLIRP
4749,RBM25
4750,ALDH6A1
4751,GPR68
4752,ESRRB
4753,EIF2B2
4754,NRDE2
4755,COQ6
4756,RHOQ
4757,SUPT7L
4758,KLHL29
4759,DNMT3A
4760,TMEM214
4761,ATAD2B
4762,FKBP1B
4763,ATL2
4764,YPEL5
4765,FAM98A
4766,YIPF4
4767,AFTPH
4768,LGALSL
4769,CNRIP1
4770,BCL11A
4771,CRIPT
4772,EPCAM
4773,SLC17A5
4774,OGFRL1
4775,FAM178A
4776,IDE
4777,TECTB
4778,IFIT3
4779,NKX2-3
4780,IFIT2
4781,GPAM
4782,CUTC
4783,PPP1R3C
4784,PYROXD2
4785,CNNM1
4786,MXI1
4787,SMNDC1
4788,C10orf88
4789,PRLHR
4790,TCTN3
4791,FAM45A
4792,AVPI1
4793,WDR11
4794,C10orf76
4795,KCNIP2
4796,CCDC147
4797,GOT1
4798,CPN1
4799,C10orf95
4800,SFRP5
4801,GNA13
4802,KANSL1
4803,HOXB7
4804,CRHR1
4805,HOXB3
4806,HOXB1
4807,DUSP1
4808,PANK3
4809,MSX2
4810,TEK
4811,RCL1
4812,CAAP1
4813,EQTN
4814,MOB3B
4815,INSL6
4816,INSL4
4817,MLANA
4818,CD274
4819,IFNA6
4820,IFNA8
4821,GRIA2
4822,NUP43
4823,MTHFD1L
4824,LRP11
4825,CCDC170
4826,PCMT1
4827,PLEKHG1
4828,MYCT1
4829,CXorf21
4830,MAGEB4
4831,CYSTM1
4832,WDR55
4833,ARAP3
4834,PCDHB8
4835,PCDHB10
4836,PCDHB14
4837,PCDHB12
4838,SLC25A2
4839,TNN
4840,MRPS14
4841,CENPL
4842,TNFSF18
4843,GORAB
4844,GPR31
4845,ACAT2
4846,TCP1
4847,TTLL2
4848,SNX19
4849,KCNJ5
4850,MSANTD2
4851,TP53AIP1
4852,TEX11
4853,ARR3
4854,PDZD11
4855,SLC10A7
4856,NUDCD1
4857,ENY2
4858,MASTL
4859,KIAA1217
4860,PLXDC2
4861,EPC1
4862,IQSEC3
4863,CCDC77
4864,TAF12
4865,ENOX1
4866,TNFSF11
4867,MTRF1
4868,SOHLH2
4869,DNAJC15
4870,PROSER1
4871,UFM1
4872,WBP4
4873,ELF1
4874,SMAD9
4875,HSPH1
4876,KBTBD7
4877,ALG5
4878,EXOSC8
4879,ETF1
4880,TGFBI
4881,FAM53C
4882,SIL1
4883,PAIP2
4884,MYOT
4885,KDM3B
4886,EGR1
4887,SERP1
4888,PLS1
4889,ZFP30
4890,NR2C1
4891,UTP20
4892,TMPO
4893,ARL1
4894,GLT8D2
4895,MTERFD3
4896,SOCS2
4897,NFYB
4898,CCDC53
4899,APAF1
4900,DUSP4
4901,CLU
4902,TNFRSF10B
4903,SORBS3
4904,PTK2B
4905,CHRNA2
4906,ADRA1A
4907,PPP3CC
4908,EPHX2
4909,RNF170
4910,NPPB
4911,UBIAD1
4912,TARDBP
4913,TNFRSF8
4914,PRAMEF2
4915,ZNF706
4916,CRISPLD1
4917,RDH10
4918,EPX
4919,AKAP1
4920,COIL
4921,TRIM25
4922,SCPEP1
4923,SPOP
4924,TBX2
4925,SLC35B1
4926,TBX4
4927,DYNLL2
4928,TEX14
4929,FAM117A
4930,NCAPH
4931,LRAT
4932,KIAA0922
4933,MND1
4934,ABCC11
4935,PAPD5
4936,ADCY7
4937,CEP89
4938,TSHZ3
4939,ECHDC2
4940,TAS2R8
4941,PLBD1
4942,PYROXD1
4943,IAPP
4944,KCNJ8
4945,TAS2R7
4946,BCL2L14
4947,TAS2R9
4948,PSPC1
4949,ZNF549
4950,A1BG
4951,ZSCAN18
4952,ZNF211
4953,PDZRN3
4954,RGSL1
4955,LHX4
4956,RNF2
4957,TRMT1L
4958,SEC22A
4959,CSTA
4960,DPPA4
4961,POPDC2
4962,B4GALT4
4963,NAA50
4964,CD80
4965,KIF18A
4966,GJA8
4967,DESI2
4968,MAPK8IP1
4969,CRY2
4970,PEX16
4971,DEPDC7
4972,CAT
4973,PILRB
4974,ZMYM2
4975,GJB6
4976,GJA3
4977,TBC1D15
4978,BAI2
4979,HCRTR1
4980,ZCCHC17
4981,FABP3
4982,KHDRBS1
4983,TMEM39B
4984,CCRL2
4985,CCR2
4986,RNF115
4987,POLR3GL
4988,GHSR
4989,TNFSF10
4990,ZNF639
4991,SLITRK3
4992,PIK3CA
4993,PDS5A
4994,TMEM156
4995,LIAS
4996,CPXM2
4997,TMEM54
4998,ZSCAN20
4999,CSMD2
5000,HPCA
5001,LRIF1
5002,ADORA3
5003,GPSM2
5004,GTDC1
5005,CXCR4
5006,ZRANB3
5007,ACVR2A
5008,POLK
5009,SV2C
5010,FLT3
5011,MTIF3
5012,GTF3A
5013,RASL11A
5014,UBL3
5015,FYTTD1
5016,MTERFD2
5017,XPNPEP2
5018,SASH3
5019,OCRL
5020,PAEP
5021,MRPS2
5022,TBX22
5023,FMOD
5024,MYOG
5025,LAX1
5026,PLG
5027,KIAA1191
5028,COPA
5029,CD244
5030,LY9
5031,HS3ST2
5032,RBBP6
5033,ZC3H7A
5034,PRM2
5035,SERAC1
5036,ANXA11
5037,LDB3
5038,OPN4
5039,FAM213A
5040,ZNF205
5041,RPL5
5042,ODF2L
5043,PTGFR
5044,SPATA1
5045,TRMT13
5046,LRRC39
5047,RWDD3
5048,ZNF644
5049,CCDC18
5050,RPAP2
5051,PQLC1
5052,BBS9
5053,PMS2
5054,ZMIZ2
5055,OCM
5056,SEPT7
5057,EEPD1
5058,KLHL7
5059,HERPUD2
5060,CBX3
5061,HNRNPA2B1
5062,WIPF3
5063,NXPH1
5064,NPY
5065,FAM126A
5066,HOXA7
5067,NT5C3
5068,ARL4A
5069,POLM
5070,RAMP3
5071,FTSJ2
5072,TWIST1
5073,SMU1
5074,GLIPR2
5075,CLTA
5076,RECK
5077,SPINK4
5078,OR2S2
5079,ACO1
5080,KIAA1045
5081,DNAI1
5082,DCAF10
5083,CNTFR
5084,KIAA1549
5085,TRIM24
5086,C7orf49
5087,CALD1
5088,AKR1D1
5089,NUDT10
5090,SFTPA1
5091,NEUROG3
5092,PLAU
5093,SRGN
5094,CHST3
5095,BICC1
5096,CISD1
5097,EGR2
5098,ECD
5099,P4HA1
5100,SLC25A16
5101,ZWINT
5102,VPS26A
5103,RBM19
5104,CIT
5105,IFT81
5106,ACADS
5107,HVCN1
5108,DDX54
5109,MED13L
5110,CDKN2C
5111,RNF11
5112,RASSF8
5113,BHLHE41
5114,SSPN
5115,ITPR2
5116,CCDC91
5117,NECAB1
5118,WWP1
5119,ACOT9
5120,PRDX4
5121,DDX39A
5122,PKN1
5123,C19orf43
5124,CD97
5125,WDR83
5126,GIPC1
5127,ACTRT1
5128,CCDC70
5129,SPRYD7
5130,EBPL
5131,ATP7B
5132,ZC3H13
5133,GUCY1B2
5134,NLN
5135,CENPK
5136,OPTN
5137,ITIH5
5138,ATF1
5139,TSFM
5140,NEUROD4
5141,ARHGAP9
5142,NCKAP1L
5143,MMP19
5144,PFDN5
5145,SPATS2
5146,ORMDL2
5147,NR4A1
5148,PDE1B
5149,HOXC13
5150,CDK2
5151,LRP1
5152,HOXC11
5153,C12orf44
5154,NFE2
5155,HOXC12
5156,IKZF4
5157,SMUG1
5158,TUBA1B
5159,KBTBD4
5160,SARDH
5161,DBH
5162,ATPAF1
5163,STIL
5164,HJURP
5165,IL13RA2
5166,COL10A1
5167,AMD1
5168,NDUFAF4
5169,USP45
5170,PLP1
5171,SERPINA7
5172,MORF4L2
5173,H2BFWT
5174,RAB9B
5175,NRK
5176,FAM199X
5177,ESX1
5178,ATXN3L
5179,RAB9A
5180,METTL8
5181,TTC21B
5182,NMI
5183,TNFAIP6
5184,ACVR1C
5185,BAZ2B
5186,SLC36A1
5187,LPGAT1
5188,BATF3
5189,G0S2
5190,KCNJ2
5191,RAP2C
5192,EXOSC9
5193,PLA2G12A
5194,B9D2
5195,ADCK4
5196,PFKFB2
5197,C4BPA
5198,C4BPB
5199,RAB38
5200,GPR83
5201,EIF2C2
5202,MXD4
5203,CKS2
5204,WDR69
5205,ACSL3
5206,CHPF
5207,DNPEP
5208,INHA
5209,MOGAT1
5210,OBSL1
5211,FAM124B
5212,SLC12A4
5213,ENKD1
5214,MC3R
5215,GCNT7
5216,CTCFL
5217,HMGB1P1
5218,FAM210B
5219,PI3
5220,FAM209A
5221,SNX21
5222,SLPI
5223,WFDC3
5224,TTPAL
5225,PREX1
5226,KCNS1
5227,SLC12A5
5228,SDC4
5229,NCOA3
5230,PIGT
5231,SEMG2
5232,MATN4
5233,NCOA5
5234,VAPB
5235,PARD6B
5236,ATP5E
5237,CHD6
5238,PLCG1
5239,TOX2
5240,SRSF6
5241,GDAP1L1
5242,GTSF1L
5243,ARFGEF2
5244,ZNFX1
5245,ZNF831
5246,EDN3
5247,CSE1L
5248,RAB22A
5249,PTGIS
5250,STAU1
5251,CDH26
5252,SNAI1
5253,MOCS3
5254,PPP4R1L
5255,PMEPA1
5256,RNF114
5257,DDX27
5258,SEMG1
5259,C20orf85
5260,BCAS4
5261,KCNK15
5262,TP53TG5
5263,PCK1
5264,ZBP1
5265,NEURL2
5266,MTRR
5267,FASTKD3
5268,PEPD
5269,CHST8
5270,IQSEC2
5271,VAMP7
5272,IL9R
5273,XG
5274,STAMBP
5275,NAGK
5276,MCEE
5277,PAIP2B
5278,SNRNP27
5279,MPHOSPH10
5280,IL17C
5281,ATP8A1
5282,USP22
5283,POF1B
5284,HIF3A
5285,IRGC
5286,nan
5287,ZNF45
5288,LYPD3
5289,PSG8
5290,CEACAM8
5291,NDP
5292,USP9X
5293,CRISP2
5294,F13A1
5295,GRM4
5296,TRERF1
5297,PACSIN1
5298,BTN2A2
5299,SIRT5
5300,HIST1H4B
5301,MRS2
5302,WRNIP1
5303,RRP36
5304,BTN2A3P
5305,BTN1A1
5306,SNRPC
5307,SLC17A3
5308,SLC17A1
5309,SERPINB6
5310,XPO5
5311,ABCC10
5312,HIST1H1D
5313,HIST1H4G
5314,PEX6
5315,NQO2
5316,PRICKLE4
5317,OARD1
5318,UNC5CL
5319,AARS2
5320,HIST1H1A
5321,ZNF391
5322,MOCS1
5323,HIST1H2BJ
5324,MED20
5325,OR2B6
5326,TBCC
5327,SPDEF
5328,TCP11
5329,MAD2L1BP
5330,HIST1H3B
5331,APOBEC2
5332,KLHDC3
5333,GNMT
5334,DNAH8
5335,TREM1
5336,MEA1
5337,KLHL31
5338,COL21A1
5339,SOX4
5340,GLO1
5341,CPNE5
5342,KCNK17
5343,RREB1
5344,SSR1
5345,RIOK1
5346,NRN1
5347,SLC35B3
5348,RPP40
5349,ATXN1
5350,NUP153
5351,DEK
5352,CRISP1
5353,RUNX2
5354,OPN5
5355,GCM2
5356,LRRFIP1
5357,RAB17
5358,CXCL6
5359,EREG
5360,TRIM51
5361,MYRF
5362,SCGB1D2
5363,SCGB2A1
5364,AHNAK
5365,EMC3
5366,SSUH2
5367,WNT1
5368,SH3TC1
5369,CNOT1
5370,LRRC29
5371,BBS2
5372,MT1G
5373,MT2A
5374,C16orf70
5375,GOT2
5376,DOK4
5377,PIWIL1
5378,GPR18
5379,CLYBL
5380,TMTC4
5381,RAP2A
5382,SLC10A2
5383,ABCC4
5384,EFNB2
5385,SOX21
5386,TM9SF2
5387,C17orf53
5388,KIF25
5389,IRF1
5390,UPF3B
5391,RNF113A
5392,SEPT6
5393,TMEM255A
5394,NDUFA1
5395,AMELX
5396,BMP4
5397,PTGER2
5398,FAM193A
5399,GRK4
5400,SOX9
5401,TEKT3
5402,MYH2
5403,HS3ST3B1
5404,SLC25A35
5405,MRPS7
5406,GGA3
5407,ARMC7
5408,NUP85
5409,SLC25A19
5410,MIF4GD
5411,NT5C
5412,C1orf61
5413,TTF1
5414,GTF3C4
5415,DDX31
5416,BARHL1
5417,PPP1R12C
5418,MBOAT7
5419,SRMS
5420,OPRL1
5421,SLC2A4RG
5422,NPBWR2
5423,C20orf195
5424,BHLHE23
5425,PPDPF
5426,IL1B
5427,PLGLB2
5428,IL37
5429,CHCHD5
5430,PAX8
5431,INSIG2
5432,POLR1B
5433,CCDC93
5434,PSD4
5435,SLC25A23
5436,PSPN
5437,GTF2F1
5438,ALKBH7
5439,CLPP
5440,TNFSF9
5441,GRIA3
5442,THOC2
5443,MED1
5444,RPL23
5445,ATG4C
5446,CD70
5447,C3
5448,SH2D3A
5449,TRIP10
5450,GPR108
5451,TNFSF14
5452,FOSB
5453,OPA3
5454,SNRPD2
5455,RTN2
5456,EML2
5457,VASP
5458,SYMPK
5459,GPCPD1
5460,SDCBP2
5461,PANK2
5462,TGM3
5463,GNRH2
5464,DEFB126
5465,FOXA2
5466,CD93
5467,GZF1
5468,PAX1
5469,NAPB
5470,CST8
5471,NKX2-4
5472,CENPB
5473,PSMF1
5474,NKX2-2
5475,DTD1
5476,CSTL1
5477,RBCK1
5478,TMX4
5479,CST11
5480,STK35
5481,SNRPB
5482,NRSN2
5483,AP5S1
5484,RRBP1
5485,BMP2
5486,ZNF133
5487,FLRT3
5488,OVOL2
5489,PCSK2
5490,GFRA4
5491,MKKS
5492,BFSP1
5493,DSTN
5494,LAMP5
5495,SNRPB2
5496,MGME1
5497,LRRN4
5498,TBC1D20
5499,ITPA
5500,TCF15
5501,OTOR
5502,MCM8
5503,BANF2
5504,TMEM74B
5505,FAM110A
5506,MRPS26
5507,DEFB129
5508,S1PR4
5509,NCLN
5510,CITED1
5511,HNRNPR
5512,ZNF436
5513,MAX
5514,ARMCX5
5515,GDF5
5516,MMP24
5517,NECAB3
5518,ID1
5519,RALY
5520,DYNLRB1
5521,EIF2S2
5522,ERGIC3
5523,ROMO1
5524,FAM83C
5525,BPIFB1
5526,CEP250
5527,PLAGL2
5528,GRPR
5529,KDM5C
5530,AMOT
5531,TMEM115
5532,PSMB2
5533,EIF2C3
5534,UROD
5535,ST3GAL3
5536,TMEM53
5537,HECTD3
5538,KLC1
5539,XRCC3
5540,TUBGCP3
5541,MCF2L
5542,F10
5543,PCID2
5544,PROZ
5545,SLURP1
5546,LRFN3
5547,IGFLR1
5548,CAPNS1
5549,PDCD2L
5550,RBM42
5551,KIRREL2
5552,UBA2
5553,FFAR2
5554,HCST
5555,FFAR1
5556,COX6B1
5557,KRT36
5558,THRA
5559,CCR7
5560,NR1D1
5561,FRMD8
5562,PRDX5
5563,BCL2L12
5564,IRF3
5565,PRMT1
5566,RRAS
5567,PRRG2
5568,SCAF1
5569,PRR12
5570,TSKS
5571,FLRT1
5572,ASL
5573,SBDS
5574,CSN1S1
5575,STATH
5576,HTN1
5577,STAT5A
5578,WNK4
5579,BECN1
5580,PRKCG
5581,TRAP1
5582,GLIS2
5583,NSRP1
5584,DNAJC8
5585,AHDC1
5586,IFI6
5587,DACH2
5588,ZNF384
5589,SSX1
5590,UXT
5591,CFP
5592,ELK1
5593,TIMM17B
5594,PCNXL4
5595,ATG14
5596,KTN1
5597,SIX1
5598,RHOJ
5599,DLGAP5
5600,L3HYPDH
5601,HSPA2
5602,ZBTB1
5603,TRMT5
5604,SGPP1
5605,PLEKHG3
5606,PZP
5607,PRDM7
5608,RHOT1
5609,EVI2A
5610,OMG
5611,WDR60
5612,AIF1L
5613,FAM78A
5614,NUP214
5615,CTAG2
5616,AVPR2
5617,SLC10A3
5618,MAP2K2
5619,HNRNPH2
5620,ARMCX1
5621,TMEM35
5622,NXF5
5623,TIMM8A
5624,ZC4H2
5625,CANX
5626,CPSF3L
5627,RGS13
5628,IPPK
5629,ZNF484
5630,OMD
5631,FGD3
5632,HIVEP3
5633,PPCS
5634,EDN2
5635,BCL11B
5636,TRAF2
5637,ABHD8
5638,MASP1
5639,ATP13A4
5640,HRASLS
5641,HELB
5642,RAP1B
5643,IL22
5644,TSPAN8
5645,BEST3
5646,PTPRB
5647,DYRK2
5648,YEATS4
5649,TAS2R5
5650,CRYGN
5651,LRRC61
5652,TRPV5
5653,IDUA
5654,FGFRL1
5655,TMEM175
5656,AUNIP
5657,PIN1
5658,FBXL12
5659,EMC1
5660,PLA2G5
5661,UBR4
5662,HP1BP3
5663,EMR2
5664,SIN3B
5665,OR7A10
5666,EPS15L1
5667,KLF2
5668,OR7C2
5669,OR7C1
5670,F2RL3
5671,UQCR11
5672,GFER
5673,SYNGR3
5674,PKMYT1
5675,WFIKKN1
5676,WDR24
5677,FBXL16
5678,CHTF18
5679,GNG13
5680,MACF1
5681,SMARCA4
5682,KDM4B
5683,TICAM1
5684,GAN
5685,METTL25
5686,IL17B
5687,EMC6
5688,METTL16
5689,TUBA4A
5690,VIL1
5691,AAMP
5692,PNKD
5693,TNFRSF19
5694,RNF6
5695,ECHS1
5696,ZNF835
5697,AKAP9
5698,GNG11
5699,SHFM1
5700,GNGT1
5701,HIP1
5702,PTPN12
5703,POR
5704,FGL2
5705,STYXL1
5706,STEAP4
5707,GNAI1
5708,PEX1
5709,SGCE
5710,RBM48
5711,CASD1
5712,ZNF780B
5713,LRFN1
5714,ZFP36
5715,SRD5A3
5716,SPINK2
5717,RASL11B
5718,PAICS
5719,KDR
5720,PPAT
5721,TUBGCP6
5722,ADM2
5723,DGCR6L
5724,DGCR8
5725,ASPHD2
5726,VPREB3
5727,SDF2L1
5728,GAL3ST1
5729,YWHAH
5730,RFPL1
5731,RFPL2
5732,C22orf24
5733,GNAZ
5734,ATF4
5735,A4GALT
5736,CDC42EP1
5737,APOL3
5738,MCHR1
5739,TPST2
5740,BAIAP2L2
5741,MPST
5742,GALR3
5743,TST
5744,APOL5
5745,IGLL1
5746,APOL2
5747,LIF
5748,C22orf23
5749,APOBEC3A
5750,RIBC2
5751,EMC4
5752,RNF112
5753,CPA4
5754,DOCK4
5755,POT1
5756,TAS2R16
5757,ATP6V1F
5758,NAA38
5759,CDHR3
5760,PRKRIP1
5761,VGF
5762,PODXL
5763,FOXP2
5764,STRIP2
5765,RABL5
5766,MKLN1
5767,DNAJB9
5768,FLNC
5769,LRRC4
5770,CALU
5771,CCDC136
5772,SMO
5773,IRF5
5774,LRRC17
5775,KLHDC10
5776,FEZF1
5777,OPN1SW
5778,MRPS12
5779,MYO1B
5780,HOXD1
5781,HOXD3
5782,MTX2
5783,PDE11A
5784,CHN1
5785,GAD1
5786,OSGEPL1
5787,ORMDL1
5788,HAT1
5789,HOXD9
5790,HOXD10
5791,HOXD13
5792,HERC2
5793,PSMG2
5794,TWSG1
5795,GDF2
5796,ARHGAP22
5797,WDFY4
5798,EIF2AK4
5799,MYO5C
5800,CGNL1
5801,TMOD2
5802,TTBK2
5803,C15orf57
5804,INO80
5805,NARG2
5806,DLL4
5807,ALDH1A2
5808,FAM63B
5809,IVD
5810,KNSTRN
5811,DUT
5812,CHAC1
5813,ARPP19
5814,VPS13C
5815,CALML4
5816,ISLR
5817,THAP10
5818,LOXL1
5819,CCRL1
5820,ANAPC13
5821,MBD4
5822,COPB1
5823,SUMF2
5824,PALLD
5825,SPCS3
5826,BBOX1
5827,MYOD1
5828,SERGEF
5829,KCNC1
5830,CSRP3
5831,E2F8
5832,DCTD
5833,SOX15
5834,FAM64A
5835,RPAIN
5836,USP6
5837,SHBG
5838,PLD2
5839,AIPL1
5840,CD68
5841,TXNDC17
5842,ATP1B2
5843,FXR2
5844,KIF1C
5845,MPDU1
5846,MMP28
5847,CCL4
5848,MRM1
5849,PHF20L1
5850,LRRC6
5851,CCNT1
5852,PUS7L
5853,KRI1
5854,ILF3
5855,SLC44A2
5856,AP1M2
5857,CDKN2D
5858,MTUS1
5859,KLK14
5860,SIGLEC9
5861,KLK10
5862,KLK8
5863,NGDN
5864,RIPK3
5865,ADCY4
5866,RAB2B
5867,PARP2
5868,HEATR5A
5869,FOXA1
5870,SNX6
5871,EAPP
5872,EGLN3
5873,MIS18BP1
5874,NRL
5875,RNASE1
5876,DAD1
5877,TEP1
5878,EPB41L4A
5879,CDO1
5880,REEP5
5881,ITFG1
5882,QRICH2
5883,FOXJ1
5884,SEC14L1
5885,RHBDF2
5886,AANAT
5887,ARHGEF6
5888,MAP7D3
5889,FGF13
5890,ASH2L
5891,TTI2
5892,ART1
5893,CHRNA10
5894,CDKN1C
5895,SGOL1
5896,RPS4Y1
5897,CDH15
5898,KLF16
5899,TMEM8A
5900,DOHH
5901,MAU2
5902,SHC2
5903,nan
5904,LBP
5905,SYT5
5906,TNNI3
5907,CBFA2T3
5908,GAMT
5909,HDHD1
5910,C6orf70
5911,PHF10
5912,PRRG3
5913,GALNT8
5914,KCNA5
5915,EFCAB4B
5916,NXNL2
5917,STARD8
5918,FAM155B
5919,GDPD2
5920,SAT1
5921,SH3BP4
5922,MOSPD2
5923,DOCK6
5924,ECSIT
5925,LDLR
5926,ELOF1
5927,TSPAN16
5928,C19orf80
5929,PRKCSH
5930,CNN1
